PROTID	DESC	COMPLEXID
P63027	SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)	CORUM:1874
P63027	SNARE complex (STX11, VAMP2, SNAP23)	CORUM:797
P63027	SNARE complex (STX4, SNAP23, VAMP2)	CORUM:731
P63027	SNARE complex (VAMP2, SNAP25, STX13)	CORUM:707
P63027	SNARE complex (VAMP2, SNAP25, STX1a, CPLX1)	CORUM:793
P63027	SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	CORUM:1137
P63027	SNARE complex (VAMP2, SNAP25, STX1a, CPLX2)	CORUM:794
P63027	SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	CORUM:1138
P63027	SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	CORUM:1139
P63096	NuMA-LGN-G-alpha-i-1 complex	CORUM:2966
P63104	BRAF-RAF1-14-3-3 complex	CORUM:5919
P63104	Kinase maturation complex 1	CORUM:5199
P63151	RAF1-PPP2-PIN1 complex	CORUM:5211
P63162	SMN-PolII-RHA complex	CORUM:1749
P63165	SUMO1-SUA1-UBA2 complex	CORUM:5755
P63165	TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex	CORUM:5260
P63165	ZNF198-SUMO1 complex	CORUM:1056
P63173	60S ribosomal subunit, cytoplasmic	CORUM:308
P63173	Ribosome, cytoplasmic	CORUM:306
P63208	BCOR complex	CORUM:1178
P63208	Neddylin ligase (FBXO11, SKP1, CUL1, RBX1)	CORUM:1260
P63208	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	CORUM:5196
P63208	TNF-alpha/NF-kappa B signaling complex 5	CORUM:5233
P63208	URI complex (Unconventional prefoldin RPB5 Interactor)	CORUM:781
P63208	Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)	CORUM:2188
P63208	Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)	CORUM:2772
P63208	Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)	CORUM:2773
P63208	Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)	CORUM:2715
P63208	Ubiquitin E3 ligase (CUL1, RBX1, SKP1A)	CORUM:2881
P63208	Ubiquitin E3 ligase (FBXO18, SKP1A, CUL1, RBX1)	CORUM:2191
P63208	Ubiquitin E3 ligase (FBXO31, SKP1A, CUL1, RBX1)	CORUM:729
P63208	Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)	CORUM:1052
P63208	Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)	CORUM:1253
P63208	Ubiquitin E3 ligase (GLMN, FBXW8, SKP1A, RBX1)	CORUM:1258
P63208	Ubiquitin E3 ligase (NFKBIA, FBXW11, BTRC, CUL1, SKP1A)	CORUM:2187
P63208	Ubiquitin E3 ligase (NIPA, SKP1A, CUL1, RBX1)	CORUM:2192
P63208	Ubiquitin E3 ligase (SIAH1, SIP, SKP1A, TBL1X)	CORUM:1255
P63208	Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)	CORUM:227
P63208	Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)	CORUM:390
P63208	Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)	CORUM:81
P63208	Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)	CORUM:615
P63208	Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1)	CORUM:3036
P63208	Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)	CORUM:1051
P63208	Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)	CORUM:2189
P63208	p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex	CORUM:3015
P63220	40S ribosomal subunit, cytoplasmic	CORUM:338
P63220	Ribosome, cytoplasmic	CORUM:306
P63261	BAF complex	CORUM:189
P63261	CTGF/Hcs24-actin complex	CORUM:2254
P63261	PBAF complex (Polybromo- and BAF containing complex)	CORUM:149
P63261	Profilin 1 complex	CORUM:2837
P63267	Nop56p-associated pre-rRNA complex	CORUM:3055
P63272	DSIF complex (DRB sensitivity-inducing factor complex)	CORUM:2860
P63279	NR3C2-UBC9-SRC-1 complex	CORUM:3634
P67775	PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex	CORUM:5876
P67809	12S U11 snRNP	CORUM:1068
P67809	18S U11/U12 snRNP	CORUM:430
P67809	Nop56p-associated pre-rRNA complex	CORUM:3055
P67870	Casein kinase II (beta-dimer, alpha'-dimer)	CORUM:5223
P67870	Casein kinase II (beta-dimer, alpha-dimer)	CORUM:5225
P67870	Casein kinase II complex	CORUM:2720
P67870	Casein kinase II-HMG1 complex	CORUM:2719
P67870	FACT complex, UV-activated	CORUM:938
P68036	BRCA1-BARD1-UbcH7c complex	CORUM:2823
P68104	Nop56p-associated pre-rRNA complex	CORUM:3055
P68363	60S APC containing complex	CORUM:3008
P68366	ASCOM complex	CORUM:1400
P68400	Casein kinase II (beta-dimer, alpha-dimer)	CORUM:5225
P68400	Casein kinase II complex	CORUM:2720
P68400	Casein kinase II-HMG1 complex	CORUM:2719
P68400	FACT complex, UV-activated	CORUM:938
P68431	ASF1-histone containing complex	CORUM:2236
P68431	ASF1-interacting protein complex	CORUM:2235
P68431	Emerin complex 24	CORUM:5611
P68431	Emerin complex 32	CORUM:5614
P68431	Emerin regulatory complex	CORUM:5609
P68431	Histone H3.1 complex	CORUM:1149
P68431	TLE-Histone H3 complex	CORUM:3127
P78325	ITGA9-ITGB1-ADAM8 complex	CORUM:2989
P78344	MNK1-eIF4F complex	CORUM:5253
P78345	Rnase/Mrp complex	CORUM:123
P78346	Rnase/Mrp complex	CORUM:123
P78347	Anti-HDAC2 complex	CORUM:632
P78347	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	CORUM:5232
P78347	XFIM complex	CORUM:634
P78347	anti-BHC110 complex	CORUM:633
P78352	PSD95-FYN-NR2A complex	CORUM:5641
P78364	BMI1-HPH1-HPH2 complex	CORUM:5518
P78364	Polycomb repressive complex	CORUM:5513
P78364	Polycomb repressive complex 1 (PRC1, hPRC-H)	CORUM:116
P78367	NK-3-Groucho complex	CORUM:3150
P78367	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex	CORUM:3149
P78527	Artemis-DNA-PK complex	CORUM:360
P78527	CDC5L complex	CORUM:1183
P78527	DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	CORUM:3102
P78527	DNA-PK-Ku antigen complex	CORUM:355
P78527	DNA-PK-Ku-eIF2-NF90-NF45 complex	CORUM:5183
P78527	MGC1-DNA-PKcs-Ku complex	CORUM:5176
P78527	NCOA6-DNA-PK-Ku-PARP1 complex	CORUM:5179
P78527	Vigilin-DNA-PK-Ku antigen complex	CORUM:1571
P78537	AP3-BLOC1 complex	CORUM:652
P78537	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	CORUM:23
P78537	BLOC1-BLOC2 complex	CORUM:654
P78560	PIDDsome complex	CORUM:129
P80217	IFP35-NMI complex	CORUM:1064
P81274	NuMA-LGN-G-alpha-i-1 complex	CORUM:2966
P82279	CRB1-MPP5-INADL complex	CORUM:460
P82279	MPP4-MPP5-CRB1 complex	CORUM:461
P82650	28S ribosomal subunit, mitochondrial	CORUM:315
P82650	55S ribosome, mitochondrial	CORUM:320
P82663	28S ribosomal subunit, mitochondrial	CORUM:315
P82663	55S ribosome, mitochondrial	CORUM:320
P82664	28S ribosomal subunit, mitochondrial	CORUM:315
P82664	55S ribosome, mitochondrial	CORUM:320
P82673	28S ribosomal subunit, mitochondrial	CORUM:315
P82673	55S ribosome, mitochondrial	CORUM:320
P82675	28S ribosomal subunit, mitochondrial	CORUM:315
P82675	55S ribosome, mitochondrial	CORUM:320
P82909	28S ribosomal subunit, mitochondrial	CORUM:315
P82909	55S ribosome, mitochondrial	CORUM:320
P82912	28S ribosomal subunit, mitochondrial	CORUM:315
P82912	55S ribosome, mitochondrial	CORUM:320
P82914	28S ribosomal subunit, mitochondrial	CORUM:315
P82914	55S ribosome, mitochondrial	CORUM:320
P82921	28S ribosomal subunit, mitochondrial	CORUM:315
P82921	55S ribosome, mitochondrial	CORUM:320
P82930	28S ribosomal subunit, mitochondrial	CORUM:315
P82930	55S ribosome, mitochondrial	CORUM:320
P82932	28S ribosomal subunit, mitochondrial	CORUM:315
P82932	55S ribosome, mitochondrial	CORUM:320
P82933	28S ribosomal subunit, mitochondrial	CORUM:315
P82933	55S ribosome, mitochondrial	CORUM:320
P83111	39S ribosomal subunit, mitochondrial	CORUM:324
P83111	55S ribosome, mitochondrial	CORUM:320
P83369	SMN complex, U7 snRNA specific	CORUM:2757
P83436	Binary COG subcomplex	CORUM:3530
P83436	COG1-COG8-COG5-COG6-COG7 subcomplex	CORUM:3552
P83436	COG5-COG6-COG7 subcomplex	CORUM:3545
P83436	Conserved oligomeric Golgi (COG) complex	CORUM:162
P83436	Tetrameric COG subcomplex	CORUM:3525
P83731	60S ribosomal subunit, cytoplasmic	CORUM:308
P83731	Nop56p-associated pre-rRNA complex	CORUM:3055
P83731	Ribosome, cytoplasmic	CORUM:306
P83876	Spliceosome	CORUM:351
P83881	60S ribosomal subunit, cytoplasmic	CORUM:308
P83881	Nop56p-associated pre-rRNA complex	CORUM:3055
P83881	Ribosome, cytoplasmic	CORUM:306
P84022	Axin-SMAD3 complex	CORUM:2968
P84022	BRCA1-SMAD3 complex	CORUM:2813
P84022	CREBBP-SMAD3 hexameric complex	CORUM:3750
P84022	CREBBP-SMAD3-SMAD4 pentameric complex	CORUM:3754
P84022	JUND-FOSB-SMAD3-SMAD4 complex	CORUM:2754
P84022	PIAS3-SMAD3-P300 complex	CORUM:1831
P84022	PML-SMAD2/3-SARA complex	CORUM:1827
P84022	RSmad complex	CORUM:2829
P84022	SKI-SMAD3-SMAD4  pentameric complex	CORUM:3740
P84022	SMAD3-E2F4/5-p107-DP1 complex	CORUM:2975
P84022	SMAD3-HEF1-APC10-CDH1 complex	CORUM:1826
P84022	SMAD3-SKI complex	CORUM:3199
P84022	SMAD3-SKI-NCOR complex	CORUM:3205
P84022	SMAD3-SMAD4-CTCF protein-DNA complex	CORUM:2705
P84022	SMAD3-SMAD4-FOXO1 complex	CORUM:2761
P84022	SMAD3-SMAD4-FOXO3 complex	CORUM:2760
P84022	SMAD3-SMAD4-FOXO3-FOXG1 complex	CORUM:2707
P84022	SMAD3-SMAD4-FOXO4 complex	CORUM:2762
P84022	SMAD3-SMAD4-SP1 complex	CORUM:2706
P84022	SMAD3-SMAD4-cJUN complex	CORUM:2708
P84022	SMAD3-SMAD4-cJun-cFos complex	CORUM:2692
P84022	SMAD3-cSKI-SIN3A-HDAC1 complex	CORUM:3961
P84022	SMAD3/4-E2F4/5-p107-DP1 complex	CORUM:1474
P84022	SMAD4-SMAD2-SMAD3 complex	CORUM:2834
P84022	SMURF2-SMAD3-SnoN complex, TGF(beta)-dependent	CORUM:3972
P84022	TGF-beta receptor I-Axin-SMAD3 complex	CORUM:1828
P84022	TGF-beta receptor-SMAD3 complex	CORUM:5735
P84022	TIF1gamma-SMAD2-SMAD3 complex	CORUM:2830
P84022	Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)	CORUM:2189
P84090	FCP1-associated protein complex	CORUM:811
P84098	60S ribosomal subunit, cytoplasmic	CORUM:308
P84098	Nop56p-associated pre-rRNA complex	CORUM:3055
P84098	Ribosome, cytoplasmic	CORUM:306
P84098	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	CORUM:5380
P84103	Spliceosome	CORUM:351
P84243	Histone H3.3 complex	CORUM:1150
P84243	TLE-Histone H3 complex	CORUM:3127
P98161	Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1)	CORUM:5177
P98161	Polycystin-1-E-cadherin-beta-catenin complex	CORUM:521
P98161	Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex	CORUM:522
P98170	LATS1-HTRA2-BIRC4 complex	CORUM:5317
P98172	TIAM1-EFNB1-EPHA2 complex	CORUM:5190
P98177	SMAD3-SMAD4-FOXO4 complex	CORUM:2762
P99999	Apoptosome	CORUM:1248
P99999	Apoptosome-procaspase 9 complex	CORUM:5816
Q00341	DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	CORUM:3102
Q00341	Vigilin-DNA-PK-Ku antigen complex	CORUM:1571
Q00403	BRCA1-RNA polymerase II complex	CORUM:2825
Q00403	DAB complex	CORUM:493
Q00403	RNA polymerase II (RNAPII)	CORUM:2685
Q00403	RNA polymerase II complex, chromatin structure modifying	CORUM:3064
Q00403	RNA polymerase II complex, chromatin structure modifying	CORUM:3066
Q00403	RNA polymerase II holoenzyme complex	CORUM:103
Q00403	SMN-PolII-RHA complex	CORUM:1749
Q00534	CCND1-CDK6 complex	CORUM:3087
Q00534	CCND2-CDK6 complex	CORUM:3088
Q00534	CCND3-CDK6 complex	CORUM:3089
Q00534	CyclinD3-CDK4-CDK6 complex	CORUM:5100
Q00534	CyclinD3-CDK4-CDK6-p21 complex	CORUM:5101
Q00535	Cell cycle kinase complex CDK5	CORUM:313
Q00597	BRAFT complex	CORUM:244
Q00597	FA complex (Fanconi anemia complex)	CORUM:2739
Q00597	FA complex (Fanconi anemia complex), cytoplasmic	CORUM:91
Q00597	Nucleic and chromatin Fanconi complex	CORUM:3083
Q00610	Profilin 1 complex	CORUM:2837
Q00613	HSF1-HSF2 complex	CORUM:655
Q00653	CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex	CORUM:5230
Q00653	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	CORUM:5196
Q00653	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	CORUM:5193
Q00653	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	CORUM:5194
Q00653	TNF-alpha/NF-kappa B signaling complex 5	CORUM:5233
Q00653	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	CORUM:5232
Q00839	Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)	CORUM:5363
Q00839	C complex spliceosome	CORUM:1181
Q00839	DGCR8 multiprotein complex	CORUM:3082
Q00839	Emerin complex 24	CORUM:5611
Q00839	Emerin complex 52	CORUM:5615
Q00839	GR-hnRNP U complex	CORUM:4216
Q00839	Large Drosha complex	CORUM:1332
Q00839	Nop56p-associated pre-rRNA complex	CORUM:3055
Q00978	Interferon-stimulated gene factor 3 transcription complex ISGF3	CORUM:60
Q00987	Er-alpha-p53-hdm2 complex	CORUM:2670
Q00987	NUMB-TP53-MDM2 complex	CORUM:3172
Q00987	YY1-MDM2-p53 complex	CORUM:5331
Q00987	p300-MDM2-p53 protein complex	CORUM:98
Q01081	17S U2 snRNP	CORUM:2755
Q01081	C complex spliceosome	CORUM:1181
Q01081	CF IIAm complex (Cleavage factor IIAm complex)	CORUM:1141
Q01081	Nop56p-associated pre-rRNA complex	CORUM:3055
Q01081	Spliceosome	CORUM:351
Q01094	CEBPE-E2F1-RB1 complex	CORUM:5656
Q01094	E2F1-p107-cyclinA complex	CORUM:5144
Q01094	GABP(gamma)1-E2F1-DP1 complex	CORUM:3900
Q01094	pRB-E2F-1 complex	CORUM:1250
Q01105	CTFC-TAF1 complex	CORUM:5153
Q01130	CDC5L complex	CORUM:1183
Q01130	Spliceosome	CORUM:351
Q01196	RUNX1-CBF-beta-DNA complex	CORUM:5770
Q01201	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	CORUM:5193
Q01201	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	CORUM:5232
Q01201	hs4 enhancer complex (slow migrating complex)	CORUM:3046
Q01518	Cofilin-actin-CAP1 complex	CORUM:2255
Q01650	CD98-LAT2-ITGB1 complex	CORUM:2390
Q01780	Exosome	CORUM:789
Q01780	mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	CORUM:822
Q01844	Large Drosha complex	CORUM:1332
Q01860	OCT4-SOX2 DNA-protein complex	CORUM:2801
Q01955	ITGAV-ITGB3-COL4A3 complex	CORUM:2365
Q01970	PLCB3-PARD3-PARD6A complex	CORUM:5535
Q02108	Guanylyl cyclase, soluble (GUCY1A3, GUCY1B3)	CORUM:408
Q02153	Guanylyl cyclase, soluble (GUCY1A2, GUCY1B3)	CORUM:407
Q02153	Guanylyl cyclase, soluble (GUCY1A3, GUCY1B3)	CORUM:408
Q02241	CEN complex	CORUM:929
Q02297	NRG1-IKZF4 complex	CORUM:5441
Q02410	CASK-LIN7C-APBA1 complex	CORUM:617
Q02410	LIN2-LIN7-SAP97-MINT1 complex	CORUM:3207
Q02539	Emerin complex 24	CORUM:5611
Q02539	Emerin complex 52	CORUM:5615
Q02539	Emerin regulatory complex	CORUM:5609
Q02543	60S ribosomal subunit, cytoplasmic	CORUM:308
Q02543	Nop56p-associated pre-rRNA complex	CORUM:3055
Q02543	Ribosome, cytoplasmic	CORUM:306
Q02543	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	CORUM:5380
Q02577	E-box sequence-binding complex	CORUM:140
Q02750	BRAF-MAP2K1-MAP2K2-YWHAE complex	CORUM:5872
Q02750	KSR1-BRAF-MEK complex	CORUM:5921
Q02750	KSR1-RAF1-MEK complex	CORUM:5920
Q02750	MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex	CORUM:5877
Q02750	RAF1-MAP2K1-YWHAE complex	CORUM:5873
Q02750	p14-Mp1-MEK1 complex	CORUM:5222
Q02878	60S ribosomal subunit, cytoplasmic	CORUM:308
Q02878	Nop56p-associated pre-rRNA complex	CORUM:3055
Q02878	Ribosome, cytoplasmic	CORUM:306
Q02878	TNF-alpha/NF-kappa B signaling complex 6	CORUM:5266
Q02878	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	CORUM:5232
Q02880	DNA synthesome complex (17 subunits)	CORUM:1111
Q02880	WINAC complex	CORUM:1230
Q02952	AKAP250-PKA-PDE4D complex	CORUM:621
Q03111	EBAFa complex	CORUM:1252
Q03111	EBAFb complex	CORUM:1239
Q03135	CAV1-VDAC1-ESR1 complex	CORUM:5862
Q03135	NOS3-CAV1-NOSTRIN complex	CORUM:550
Q03135	TRP1-G alpha-11-IP3R3-CAV1 signaling complex	CORUM:557
Q03135	UTM-SGCE-DAG1-CAV1-NOS3 complex	CORUM:753
Q03164	ALL-1 supercomplex	CORUM:1257
Q03164	MLL-HCF complex	CORUM:1256
Q03164	MLL1-WDR5 complex	CORUM:5386
Q03188	CEN complex	CORUM:929
Q03188	CENP-A NAC-CAD complex	CORUM:1179
Q03188	CENP-A nucleosome associated complex	CORUM:927
Q03405	ITGAV-ITGB5-PLAUR complex	CORUM:2343
Q03933	HSF1-HSF2 complex	CORUM:655
Q04206	CHUK-IQGAP2-AKAP8L-RELA-TNIP2 complex	CORUM:5220
Q04206	CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex	CORUM:5230
Q04206	ESR1-RELA-BCL3-NCOA3 complex	CORUM:1054
Q04206	I(kappa)B(alpha)-NF(kappa)Bp50-NF(kappa)Bp65 complex	CORUM:5464
Q04206	IKB(alpha)-RELA-cREL complex	CORUM:5467
Q04206	IKB(beta)-RELA-cREL complex	CORUM:5466
Q04206	IKB(epsilon)-RELA-cREL complex	CORUM:5465
Q04206	MURR1-NF(kappa)Bp65-IKBA complex	CORUM:5475
Q04206	REL-MAP3K8-RELA-TNIP2-PAPOLA complex	CORUM:5228
Q04206	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	CORUM:5196
Q04206	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	CORUM:5193
Q04206	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	CORUM:5194
Q04206	TNF-alpha/NF-kappa B signaling complex 5	CORUM:5233
Q04206	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	CORUM:5232
Q04206	hs4 enhancer complex (faster migrating complex)	CORUM:3045
Q04206	p50-p65 NF(kappa)B complex	CORUM:5460
Q04206	p50-p65 NF(kappa)B-SRC1 complex	CORUM:5461
Q04637	MNK1-eIF4F complex	CORUM:5253
Q04721	Notch2(N-TM)-Notch2(N-EC)-Delta complex	CORUM:3154
Q04724	HESX1-TLE1 complex	CORUM:3164
Q04724	NK-3-Groucho complex	CORUM:3150
Q04724	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex	CORUM:3149
Q04724	OCT1-OBF1-DNA-TLE1 complex	CORUM:3120
Q04724	TLE-Histone H3 complex	CORUM:3127
Q04724	TLE1 homodimer complex	CORUM:3125
Q04724	TLE1-TLE2 complex	CORUM:3124
Q04725	NK-3-Groucho complex	CORUM:3150
Q04725	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex	CORUM:3149
Q04725	TLE-Histone H3 complex	CORUM:3127
Q04725	TLE1-TLE2 complex	CORUM:3124
Q04725	TLE2 homodimer complex	CORUM:3123
Q04726	NK-3-Groucho complex	CORUM:3150
Q04726	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex	CORUM:3149
Q04726	TLE-Histone H3 complex	CORUM:3127
Q04727	NK-3-Groucho complex	CORUM:3150
Q04727	NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex	CORUM:3149
Q04727	OCT2-TLE4 complex	CORUM:3121
Q04727	TLE-Histone H3 complex	CORUM:3127
Q04864	CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex	CORUM:5230
Q04864	IKB(alpha)-RELA-cREL complex	CORUM:5467
Q04864	IKB(beta)-RELA-cREL complex	CORUM:5466
Q04864	IKB(epsilon)-RELA-cREL complex	CORUM:5465
Q04864	REL-MAP3K8-RELA-TNIP2-PAPOLA complex	CORUM:5228
Q04864	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	CORUM:5196
Q04864	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	CORUM:5193
Q04864	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	CORUM:5194
Q04864	TNF-alpha/NF-kappa B signaling complex 5	CORUM:5233
Q04864	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	CORUM:5232
Q04917	BRAF-RAF1-14-3-3 complex	CORUM:5919
Q04917	Kinase maturation complex 1	CORUM:5199
Q05048	BARD1-BRCA1-CSTF complex	CORUM:2211
Q05048	Cleavage stimulation factor	CORUM:1146
Q05048	Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	CORUM:1147
Q05086	Ubiquilin-proteasome complex	CORUM:5209
Q05195	MAD-MAX complex	CORUM:3051
Q05195	MAD1-mSin3A-HDAC2 complex	CORUM:3054
Q05397	CAS-SRC-FAK complex	CORUM:5282
Q05397	ITGA2b-ITGB3-CD47-FAK complex	CORUM:2896
Q05397	PXN-ITGB5-PTK2 complex	CORUM:2726
Q05397	Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1)	CORUM:5177
Q05513	MutS-alpha-PK-zeta complex	CORUM:2226
Q05519	Spliceosome	CORUM:351
Q05586	TIAM1-GRIN1 complex	CORUM:5409
Q06124	GRB2-SHP-2 complex, PDGF stimulated	CORUM:3186
Q06124	LMO4-gp130 complex	CORUM:5564
Q06124	PDGFRA-SHP-2 complex, PDGF stimulated	CORUM:3183
Q06265	Exosome	CORUM:789
Q06323	PA28 complex	CORUM:30
Q06323	PA28-20S proteasome	CORUM:192
Q06323	PA700-20S-PA28 complex	CORUM:193
Q06330	CBF1-HDAC1-SMRT complex	CORUM:3156
Q06330	HES1 promoter corepressor complex	CORUM:2638
Q06330	HES1 promoter-Notch enhancer complex	CORUM:2639
Q06330	RBP-Jkappa-Notch1 complex	CORUM:2907
Q06330	RBP-Jkappa-RING1-KyoT2 complex	CORUM:2945
Q06330	RBP-Jkappa-SHARP complex	CORUM:2908
Q06330	RBPJ-NotchIC-Mastermind complex	CORUM:2897
Q06330	SHARP-CtBP1-CtIP-RBP-Jkappa corepressor complex	CORUM:2931
Q06330	SHARP-CtIP-RBP-Jkappa complex	CORUM:2930
Q06330	SMRT-SKIP-CBF1 complex	CORUM:2911
Q06330	YY1-Notch1-RBP-Jkappa complex	CORUM:2946
Q06587	BCOR complex	CORUM:1178
Q06587	CEN complex	CORUM:929
Q06587	E2F-6 complex	CORUM:1194
Q06587	Polycomb repressive complex	CORUM:5513
Q06587	Polycomb repressive complex 1 (PRC1, hPRC-H)	CORUM:116
Q06587	RBP-Jkappa-RING1-KyoT2 complex	CORUM:2945
Q06609	BRCA1-RAD51 complex	CORUM:2824
Q06609	BRCC complex	CORUM:5400
Q06609	MSH2/6-BLM-p53-RAD51 complex	CORUM:2224
Q06609	hRAD51C-hXRCC3 complex	CORUM:5683
Q06643	Lymphotoxin beta receptor complex	CORUM:120
Q06830	Sulphiredoxin-peroxiredoxin complex	CORUM:3151
